nm_name,st_name,nm_city,st_address,st_url,st_score,st_price,st_total_com,st_tag
東大門夜市,東大門夜市彩虹臭薯條A43,花蓮縣,970花蓮縣41 巷257號民治里重慶路,"https://www.google.com/maps/place/%E6%9D%B1%E5%A4%A7%E9%96%80%E5%A4%9C%E5%B8%82%E5%BD%A9%E8%99%B9%E8%87%AD%E8%96%AF%E6%A2%9DA43/@23.9723765,121.6095057,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe983310777:0xabbde6d2ef902e2!8m2!3d23.9723765!4d121.6120806!16s%2Fg%2F11c6zkymhr?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.5,$1-200,104.0,"臭豆腐,蜂蜜芥末,泡菜,口味,蒜蓉,炸,起司,酸辣,麻醬,梅子"
東大門夜市,原香嘟論竹筒飯(東大門原住民一條街D21攤位),花蓮縣,970花蓮縣花蓮市中山路50號原住民一條街D21攤位(原香嘟論竹筒飯,"https://www.google.com/maps/place/%E5%8E%9F%E9%A6%99%E5%98%9F%E8%AB%96%E7%AB%B9%E7%AD%92%E9%A3%AF%EF%BC%88%E6%9D%B1%E5%A4%A7%E9%96%80%E5%8E%9F%E4%BD%8F%E6%B0%91%E4%B8%80%E6%A2%9D%E8%A1%97D21%E6%94%A4%E4%BD%8D%EF%BC%89/@23.9719563,121.6094896,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe97a77f9d3:0xf6d302269353ed57!8m2!3d23.9719563!4d121.6120645!16s%2Fg%2F11f15gv9lb?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.1,,228.0,"麻糬,烤,煉乳,花生,鹹豬肉,紫米,米酒,鹹味,小米,抹茶"
東大門夜市,東大門(福町夜市C22)起司馬鈴薯,花蓮縣,970花蓮縣花蓮市中山路50號福町夜市C22攤位,"https://www.google.com/maps/place/%E6%9D%B1%E5%A4%A7%E9%96%80%EF%BC%88%E7%A6%8F%E7%94%BA%E5%A4%9C%E5%B8%82C22)%E8%B5%B7%E5%8F%B8%E9%A6%AC%E9%88%B4%E8%96%AF/@23.9712716,121.6087395,17z/data=!3m1!4b1!4m6!3m5!1s0x34689f399ee9b9e3:0xf4ac7b14b70c5825!8m2!3d23.9712716!4d121.6113144!16s%2Fg%2F11n86mx_b2?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2.9,$1-200,25.0,可愛
東大門夜市,燒賣哥香港茶餐廳,花蓮縣,970花蓮縣花蓮市中山路38號,"https://www.google.com/maps/place/%E7%87%92%E8%B3%A3%E5%93%A5%E9%A6%99%E6%B8%AF%E8%8C%B6%E9%A4%90%E5%BB%B3/@23.972297,121.6095734,17z/data=!3m1!4b1!4m6!3m5!1s0x34689febcbf949b9:0x172d7df18dbf0a68!8m2!3d23.972297!4d121.6121483!16s%2Fg%2F11gj45j_6f?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3.6,$1-200,50.0,"菠蘿,烤,絲襪奶茶,檸茶,奶油,夜市,杯,道,紅茶"
東大門夜市,正當冰 花蓮東大門夜市店,花蓮縣,970花蓮縣花蓮市中山路50號 福町夜市區 B46 攤,"https://www.google.com/maps/place/%E6%AD%A3%E7%95%B6%E5%86%B0+%E8%8A%B1%E8%93%AE%E6%9D%B1%E5%A4%A7%E9%96%80%E5%A4%9C%E5%B8%82%E5%BA%97/@23.9719609,121.6096209,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe98ab85581:0xe89d4217610e536b!8m2!3d23.9719609!4d121.6121958!16s%2Fg%2F11c45sxcrz?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.4,,244.0,"芋頭,百香果,芭樂,威士忌,沙瓦,抹茶,洛神花,添加物,燒仙草,紅豆"
東大門夜市,缸缸好酸梅湯-花蓮美食-小吃-飲料-豆干,花蓮縣,97042花蓮縣花蓮市重慶路572號東大門福町夜市攤位B27,"https://www.google.com/maps/place/%E7%BC%B8%E7%BC%B8%E5%A5%BD%E9%85%B8%E6%A2%85%E6%B9%AF-%E8%8A%B1%E8%93%AE%E7%BE%8E%E9%A3%9F-%E5%B0%8F%E5%90%83-%E9%A3%B2%E6%96%99-%E8%B1%86%E5%B9%B2/@23.9730491,121.608918,17z/data=!3m1!4b1!4m6!3m5!1s0x34689f02231a99b1:0x35c2e62d47d1dfa2!8m2!3d23.9730491!4d121.6114929!16s%2Fg%2F11jg3d2wz_?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.7,$1-200,51.0,"滷,茶葉蛋,夜市,飛魚,香腸,種,杯"
東大門夜市,香榭城現打果汁 東大門夜市福町總店,花蓮縣,973花蓮縣花蓮市東大門福町夜市,"https://www.google.com/maps/place/%E9%A6%99%E6%A6%AD%E5%9F%8E%E7%8F%BE%E6%89%93%E6%9E%9C%E6%B1%81+%E6%9D%B1%E5%A4%A7%E9%96%80%E5%A4%9C%E5%B8%82%E7%A6%8F%E7%94%BA%E7%B8%BD%E5%BA%97/@23.9721371,121.609614,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fa3ce0ddd91:0x9236cb54f7657a0c!8m2!3d23.9721371!4d121.6121889!16s%2Fg%2F1v1kmlv0?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3.5,,132.0,"草莓,餐,支付,甜,麥克風,柳橙,西瓜汁,香蕉,芒果,冰棒"
東大門夜市,孜然羊肉串,花蓮縣,970花蓮縣花蓮市中山路7號41 巷 號,"https://www.google.com/maps/place/%E5%AD%9C%E7%84%B6%E7%BE%8A%E8%82%89%E4%B8%B2/@23.9725813,121.6092452,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe9833fd6a5:0x672072b80c686990!8m2!3d23.9725813!4d121.6118201!16s%2Fg%2F11g69yprf4?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3.7,,15.0,
東大門夜市,福町本舖檸檬汁,花蓮縣,970花蓮縣花蓮市970東大門福町夜市,"https://www.google.com/maps/place/%E7%A6%8F%E7%94%BA%E6%9C%AC%E8%88%96%E6%AA%B8%E6%AA%AC%E6%B1%81/@23.9726949,121.6091633,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe982e1451f:0x19f4deed902697bb!8m2!3d23.9726949!4d121.6117382!16s%2Fg%2F11c14_8vdw?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.1,$1-200,134.0,"酸,夜市,煉乳,杯,價錢,桑椹,失望,果汁,冬瓜,嘉興冰淇淋店"
東大門夜市,東麥局 烤玉米(花蓮總店),花蓮縣,"41 巷 號, No. 7中山路花蓮市花蓮縣970","https://www.google.com/maps/place/%E6%9D%B1%E9%BA%A5%E5%B1%80+%E7%83%A4%E7%8E%89%E7%B1%B3%EF%BC%88%E8%8A%B1%E8%93%AE%E7%B8%BD%E5%BA%97%EF%BC%89/@23.9725574,121.6091453,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe983190089:0x380b8665fed8034f!8m2!3d23.9725574!4d121.6117202!16s%2Fg%2F11cphpll0m?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.6,$1-200,3536.0,"口感,排隊,夜市,玉米粒,微辣,牙,秤,根,糯,棒"
樂華夜市,樂華夜市三鮮羹,新北市,永和區永平路146號樂華夜市內 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E4%B8%89%E9%AE%AE%E7%BE%B9/data=!4m7!3m6!1s0x3442a9c31fe8c753:0x90793ca166229089!8m2!3d25.0084162!4d121.5113918!16s%2Fg%2F11g_y5tdf!19sChIJU8foH8OpQjQRiZAiZqE8eZA?authuser=0&hl=zh-TW&rclk=1,4.1,$1-200,1478.0,"['土魠魚', '米糕', '排隊', '魷魚', '蝦仁羹', '米粉', '醋', '肉鬆', '勾芡', '魚塊']"
樂華夜市,鐘點棧 當歸鴨【台北樂華夜市總店】銅板美食|小吃店外送推薦,新北市,永和區保平路18巷8號 ,https://www.google.com/maps/place/%E9%90%98%E9%BB%9E%E6%A3%A7+%E7%95%B6%E6%AD%B8%E9%B4%A8%E3%80%90%E5%8F%B0%E5%8C%97%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E7%B8%BD%E5%BA%97%E3%80%91%E9%8A%85%E6%9D%BF%E7%BE%8E%E9%A3%9F%7C%E5%B0%8F%E5%90%83%E5%BA%97%E5%A4%96%E9%80%81%E6%8E%A8%E8%96%A6/data=!4m7!3m6!1s0x3442a9c2c36ee56f:0xce26595eb0ec3471!8m2!3d25.0079471!4d121.5124101!16s%2Fg%2F11c0xhbfqk!19sChIJb-Vuw8KpQjQRcTTssF5ZJs4?authuser=0&hl=zh-TW&rclk=1,4.2,$1-200,1252.0,"['碗', '鴨肉飯', '當歸湯', '麵線', '米血', '腿', '香腸', '鴨油', '中藥', '地瓜葉']"
樂華夜市,郭記麻辣臭豆腐,新北市,永和區永平路180巷 ,https://www.google.com/maps/place/%E9%83%AD%E8%A8%98%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a9c31b836ff7:0xac3c5e0246e2d388!8m2!3d25.0091445!4d121.5105224!16s%2Fg%2F1hc48yxpq!19sChIJ92-DG8OpQjQRiNPiRgJePKw?authuser=0&hl=zh-TW&rclk=1,3.8,$1-200,1886.0,"['油飯', '鴨血', '羹', '樂華夜市', '魚乾', '什錦', '香菇', '肚', '四神湯', '麻辣湯']"
樂華夜市,成銘月亮蝦餅,新北市,永和區保平路18巷2號 ,https://www.google.com/maps/place/%E6%88%90%E9%8A%98%E6%9C%88%E4%BA%AE%E8%9D%A6%E9%A4%85/data=!4m7!3m6!1s0x3442a93572fd8ea5:0x8b1224ef7f988bc!8m2!3d25.0083411!4d121.5114751!16s%2Fg%2F11qh85skd3!19sChIJpY79cjWpQjQRvIj5904isQg?authuser=0&hl=zh-TW&rclk=1,4.0,$1-200,384.0,"['蝦子', '炸', '內餡', '樂華夜市', '雞排', '排隊', '酥脆', '泰式', '直播', '椒鹽']"
樂華夜市,顏記深海旗魚串,新北市,永和區永和路一段129號 ,https://www.google.com/maps/place/%E9%A1%8F%E8%A8%98%E6%B7%B1%E6%B5%B7%E6%97%97%E9%AD%9A%E4%B8%B2/data=!4m7!3m6!1s0x3442a9e855555555:0xf75a81ae4d0307e1!8m2!3d25.0086574!4d121.5140113!16s%2Fg%2F11gz794b9!19sChIJVVVVVeipQjQR4QcDTa6BWvc?authuser=0&hl=zh-TW&rclk=1,4.4,$1-200,427.0,"['魚漿', '樂華夜市', '排隊', '水煮蛋', '芥末', '醬油', '鍋', '辣醬', '包裹', '假日']"
樂華夜市,火烤魚-樂華店,新北市,永和區永平路192號 ,https://www.google.com/maps/place/%E7%81%AB%E7%83%A4%E9%AD%9A-%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9469bae50c9:0xe0d9eb8e90a387d5!8m2!3d25.0094739!4d121.510309!16s%2Fg%2F11mv0wn0_6!19sChIJyVCum0apQjQR1YejkI7r2eA?authuser=0&hl=zh-TW&rclk=1,4.7,$200-400,173.0,"['蛤蜊', '鹽', '鮮', '甜', '電話', '價格', '外帶', '夜市', '小卷', '鯛']"
樂華夜市,樂華涼拌手撕雞,新北市,永和區永平路4號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E6%B6%BC%E6%8B%8C%E6%89%8B%E6%92%95%E9%9B%9E/data=!4m7!3m6!1s0x3442a9c281568e03:0x2fd182956eceff7e!8m2!3d25.0086629!4d121.5138896!16s%2Fg%2F11by_xyz4x!19sChIJA45WgcKpQjQRfv_ObpWC0S8?authuser=0&hl=zh-TW&rclk=1,4.3,$1-200,385.0,"['洋蔥', '筍', '碗', '料', '酸', '鹹水雞', '辣', '調味', '樂華夜市', '開胃']"
樂華夜市,李來脆皮玉米-樂華夜市店,新北市,永和區永平路46號 ,https://www.google.com/maps/place/%E6%9D%8E%E4%BE%86%E8%84%86%E7%9A%AE%E7%8E%89%E7%B1%B3-%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E5%BA%97/data=!4m7!3m6!1s0x3442a90069b75a87:0x59c8f705209e6cbc!8m2!3d25.008576!4d121.5127818!16s%2Fg%2F11w57sskl4!19sChIJh1q3aQCpQjQRvGyeIAX3yFk?authuser=0&hl=zh-TW&rclk=1,4.6,$1-200,22.0,"['烤玉米', '糯米', '醬料', '價格']"
樂華夜市,大腸包小腸,新北市,永和區永平路81巷3號樂華夜市 萬客福對面 ,https://www.google.com/maps/place/%E5%A4%A7%E8%85%B8%E5%8C%85%E5%B0%8F%E8%85%B8/data=!4m7!3m6!1s0x3442a96a9921e785:0x7dce91b037bc2b08!8m2!3d25.0082858!4d121.5116362!16s%2Fg%2F11pynkrpdq!19sChIJhechmWqpQjQRCCu8N7CRzn0?authuser=0&hl=zh-TW&rclk=1,4.8,$1-200,224.0,"['蒜', '價格', '米腸', '口味', '口感', '烤', '腸衣', '雞腿', '酸菜', '芥末']"
樂華夜市,樂華許家蚵仔煎,新北市,永和區永平路11號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E8%A8%B1%E5%AE%B6%E8%9A%B5%E4%BB%94%E7%85%8E/data=!4m7!3m6!1s0x3442a9c2844c646b:0x6dcc6b1363b5b3f2!8m2!3d25.0086631!4d121.5137272!16s%2Fg%2F1tzggbmp!19sChIJa2RMhMKpQjQR8rO1YxNrzG0?authuser=0&hl=zh-TW&rclk=1,3.3,$1-200,361.0,"['豬血', '血湯', '空心菜', '肉圓', '蝦仁', '小白菜', '炒', '樂華夜市', '米粉', '記憶']"
樂華夜市,紅花麻辣鹽水雞永和樂華直營店,新北市,永和區永和路一段 135巷2號 ,https://www.google.com/maps/place/%E7%B4%85%E8%8A%B1%E9%BA%BB%E8%BE%A3%E9%B9%BD%E6%B0%B4%E9%9B%9E%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E7%9B%B4%E7%87%9F%E5%BA%97/data=!4m7!3m6!1s0x3442a9e27cd41f59:0xf1e55d962c22c329!8m2!3d25.008798!4d121.5139717!16s%2Fg%2F11sbf835lb!19sChIJWR_UfOKpQjQRKcMiLJZd5fE?authuser=0&hl=zh-TW&rclk=1,4.7,$200-400,1710.0,"['豆皮', '樂華夜市', '鹹水', '香菜', '酸菜', '通化夜市', '去骨', '線上訂餐', '透明', '茭白筍']"
樂華夜市,小南鄭記台南碗粿（樂華夜市）,新北市,永和區永平路154號 ,https://www.google.com/maps/place/%E5%B0%8F%E5%8D%97%E9%84%AD%E8%A8%98%E5%8F%B0%E5%8D%97%E7%A2%97%E7%B2%BF%EF%BC%88%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%EF%BC%89/data=!4m7!3m6!1s0x3442a90078cc8b53:0x16bcd462a573eec5!8m2!3d25.0087909!4d121.5112317!16s%2Fg%2F11vq8yr5fb!19sChIJU4vMeACpQjQRxe5zpWLUvBY?authuser=0&hl=zh-TW&rclk=1,4.6,$1-200,66.0,"['羹', '甜', '價格', '冷氣', '香', '環境', '蒜蓉', '乾麵', '油蔥酥', '鹹魚']"
樂華夜市,阿爸の芋圓 樂華店,新北市,永和區保平路18巷1號 ,https://www.google.com/maps/place/%E9%98%BF%E7%88%B8%E3%81%AE%E8%8A%8B%E5%9C%93+%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9dcff982869:0x51ad8b29047e9216!8m2!3d25.0076477!4d121.5123365!16s%2Fg%2F1ptzzyg1v!19sChIJaSiY_9ypQjQRFpJ-BCmLrVE?authuser=0&hl=zh-TW&rclk=1,4.3,$1-200,5541.0,"['蔗', '芋圓', '芋泥', '湯圓', '粉圓', '樂華夜市', '糖水', '薏仁', '酒釀', '有點甜']"
樂華夜市,快樂地瓜球（永和樂華總店）,新北市,永和區永平路59號 ,https://www.google.com/maps/place/%E5%BF%AB%E6%A8%82%E5%9C%B0%E7%93%9C%E7%90%83%EF%BC%88%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E7%B8%BD%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442a9c2e732f097:0xd03fb0bc9017c12c!8m2!3d25.0084253!4d121.512343!16s%2Fg%2F11c1n2b9xg!19sChIJl_Ay58KpQjQRLMEXkLywP9A?authuser=0&hl=zh-TW&rclk=1,3.7,$1-200,628.0,"['口感', '炸', 'QQ', '包', '排隊', '樂華夜市', '梅', '內餡', '酥', '粉']"
樂華夜市,老牌黑輪,新北市,永和區永平路152巷口號 樂華夜市中間靠三叉路 ,https://www.google.com/maps/place/%E8%80%81%E7%89%8C%E9%BB%91%E8%BC%AA/data=!4m7!3m6!1s0x3442a9c376022005:0x17d24d020103c74e!8m2!3d25.0085572!4d121.5112963!16s%2Fg%2F1v2gbf_m!19sChIJBSACdsOpQjQRTscDAQJN0hc?authuser=0&hl=zh-TW&rclk=1,3.7,$1-200,163.0,"['價格', '樂華夜市', '小吃', '豆皮', '蘿蔔', '冷', '米血', '王子麵', '高麗菜捲', '火鍋']"
樂華夜市,下港排骨酥湯（僅外帶）,新北市,永和區保平路14號 ,https://www.google.com/maps/place/%E4%B8%8B%E6%B8%AF%E6%8E%92%E9%AA%A8%E9%85%A5%E6%B9%AF%EF%BC%88%E5%83%85%E5%A4%96%E5%B8%B6%EF%BC%89/data=!4m7!3m6!1s0x3442a9c2c75a2551:0x1d53b0e4301cd93a!8m2!3d25.0076463!4d121.5126053!16s%2Fg%2F1w15x3_4!19sChIJUSVax8KpQjQROtkcMOSwUx0?authuser=0&hl=zh-TW&rclk=1,4.2,$1-200,2316.0,"['軟骨', '白菜', '酸菜', '樂華夜市', '油豆腐', '魚鬆', '雞湯', '香菇', '冬瓜', '筒仔米糕']"
樂華夜市,好吃雞肉【樂華店】,新北市,永和區永平路147號 ,https://www.google.com/maps/place/%E5%A5%BD%E5%90%83%E9%9B%9E%E8%82%89%E3%80%90%E6%A8%82%E8%8F%AF%E5%BA%97%E3%80%91/data=!4m7!3m6!1s0x3442a9214313e4c7:0xec04eedb46b09d3d!8m2!3d25.008512!4d121.511081!16s%2Fg%2F11frqwld54!19sChIJx-QTQyGpQjQRPZ2wRtvuBOw?authuser=0&hl=zh-TW&rclk=1,3.4,$1-200,216.0,"['雞油', '雞腿', '竹筍', '骨頭', '白菜', '便當', '雞肉飯', '夜市', '油雞', '油飯']"
樂華夜市,金門伯鹽酥雞（樂華夜市）,新北市,永和區永平路185號 ,https://www.google.com/maps/place/%E9%87%91%E9%96%80%E4%BC%AF%E9%B9%BD%E9%85%A5%E9%9B%9E%EF%BC%88%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%EF%BC%89/data=!4m7!3m6!1s0x3442a9005f54f863:0x31f1d300445ab29f!8m2!3d25.0093295!4d121.5102147!16s%2Fg%2F11x2p_12qr!19sChIJY_hUXwCpQjQRn7JaRADT8TE?authuser=0&hl=zh-TW&rclk=1,5.0,,1.0,[]
樂華夜市,樂華素食,新北市,永和區永平路38號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E7%B4%A0%E9%A3%9F/data=!4m7!3m6!1s0x3442a9c28c405f35:0x648fc250a51652b5!8m2!3d25.0088852!4d121.5128988!16s%2Fg%2F11c539qg8q!19sChIJNV9AjMKpQjQRtVIWpVDCj2Q?authuser=0&hl=zh-TW&rclk=1,4.5,$1-200,216.0,"['湯', '竹筍', '小菜', '價格', '選擇', '夜市', '圓', '便當', '油豆腐', '排隊']"
樂華夜市,（高）樂華潤餅捲,新北市,永和區永平路164號 ,https://www.google.com/maps/place/%EF%BC%88%E9%AB%98%EF%BC%89%E6%A8%82%E8%8F%AF%E6%BD%A4%E9%A4%85%E6%8D%B2/data=!4m7!3m6!1s0x3442a9c39f92000d:0xb1c8b3b77ac098a5!8m2!3d25.0088335!4d121.5108428!16s%2Fg%2F1pzyn0q5_!19sChIJDQCSn8OpQjQRpZjAerezyLE?authuser=0&hl=zh-TW&rclk=1,3.9,$1-200,150.0,"['芥末', '花生粉', '豆芽菜', '割包', '樂華夜市', '排隊', '高麗菜', '價格', '肉鬆', '口感']"
樂華夜市,方家園臭豆腐,新北市,永和區永平路26號 ,https://www.google.com/maps/place/%E6%96%B9%E5%AE%B6%E5%9C%92%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a9c2bc9706a1:0x88ecbb1bb896ec8f!8m2!3d25.0089094!4d121.513289!16s%2Fg%2F1td4xk8_!19sChIJoQaXvMKpQjQRj-yWuBu77Ig?authuser=0&hl=zh-TW&rclk=1,3.9,$1-200,290.0,"['泡菜', '樂華夜市', '酥脆', '湯', '汁', '口感', '酸', '炸臭豆腐', '辣醬', '外帶']"
樂華夜市,樂華夜市 正宗川麻辣臭豆腐,新北市,永和區永平路164號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82+%E6%AD%A3%E5%AE%97%E5%B7%9D%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a9716c062c9b:0x84a27bc4709d0960!8m2!3d25.008912!4d121.5109143!16s%2Fg%2F11tjmqfcz_!19sChIJmywGbHGpQjQRYAmdcMR7ooQ?authuser=0&hl=zh-TW&rclk=1,3.9,$1-200,95.0,"['鴨血', '湯', '價格', '魚乾', '香菇', '酸菜', '碗', '選擇', '鹹', '蝦仁']"
樂華夜市,好雞匯鹹水雞-樂華夜市,新北市,永和區保平路18巷19號一級棒烤肉對面 ,https://www.google.com/maps/place/%E5%A5%BD%E9%9B%9E%E5%8C%AF%E9%B9%B9%E6%B0%B4%E9%9B%9E-%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x3442a9c2c30b1ea3:0xefc8603c09fc7357!8m2!3d25.007965!4d121.511874!16s%2Fg%2F11g8_116sy!19sChIJox4Lw8KpQjQRV3P8CTxgyO8?authuser=0&hl=zh-TW&rclk=1,4.4,$1-200,114.0,"['小菜', '胡椒', '套餐', '口味', '外送', '價格', '煙燻', '滷', '蒟蒻', '鹽水']"
樂華夜市,QQ王子地瓜球,新北市,永和區永平路路上(樂華夜市內 ,https://www.google.com/maps/place/QQ%E7%8E%8B%E5%AD%90%E5%9C%B0%E7%93%9C%E7%90%83/data=!4m7!3m6!1s0x3442a9c30c8db583:0x995d5231ff16339e!8m2!3d25.0094475!4d121.5100696!16s%2Fg%2F1tdy6rxt!19sChIJg7WNDMOpQjQRnjMW_zFSXZk?authuser=0&hl=zh-TW&rclk=1,3.4,$1-200,145.0,"['樂華夜市', '炸', '包', '粉', '口感', '梅', '價格', '甜', '酥脆', '燒焦']"
樂華夜市,小島湖 · 一口酥臭豆腐［樂華總店］,新北市,永和區永平路81巷2號 ,https://www.google.com/maps/place/%E5%B0%8F%E5%B3%B6%E6%B9%96+%C2%B7+%E4%B8%80%E5%8F%A3%E9%85%A5%E8%87%AD%E8%B1%86%E8%85%90%EF%BC%BB%E6%A8%82%E8%8F%AF%E7%B8%BD%E5%BA%97%EF%BC%BD/data=!4m7!3m6!1s0x3442a93207efdbb1:0x3bb02864e853ce79!8m2!3d25.008245!4d121.5115058!16s%2Fg%2F11h4g33rbt!19sChIJsdvvBzKpQjQRec5T6GQosDs?authuser=0&hl=zh-TW&rclk=1,4.4,$1-200,119.0,"['泡菜', '炸', '口感', '價格', '香', '酥脆', '夜市', '碗', '醬油', '大小']"
樂華夜市,好吃當歸鴨,新北市,永和區永平路187號 ,https://www.google.com/maps/place/%E5%A5%BD%E5%90%83%E7%95%B6%E6%AD%B8%E9%B4%A8/data=!4m7!3m6!1s0x3442a9c30df5b885:0x9b1ba3dc6c30aca6!8m2!3d25.0093451!4d121.5101504!16s%2Fg%2F1tg4j21f!19sChIJhbj1DcOpQjQRpqwwbNyjG5s?authuser=0&hl=zh-TW&rclk=1,3.4,$1-200,308.0,"['湯', '鴨肉', '碗', '麵線', '冬粉', '樂華夜市', '甜', '中藥', '錢', '外帶']"
樂華夜市,何佳佳蔥油餅-樂華店(休假請看FB.IG.Google貼文),新北市,永和區永平路186號 ,https://www.google.com/maps/place/%E4%BD%95%E4%BD%B3%E4%BD%B3%E8%94%A5%E6%B2%B9%E9%A4%85-%E6%A8%82%E8%8F%AF%E5%BA%97%28%E4%BC%91%E5%81%87%E8%AB%8B%E7%9C%8BFB.IG.Google%E8%B2%BC%E6%96%87%29/data=!4m7!3m6!1s0x3442a99e5115a047:0xb6f8f20aa4fc06e1!8m2!3d25.0093452!4d121.5104193!16s%2Fg%2F11hy9mzhqb!19sChIJR6AVUZ6pQjQR4Qb8pAry-LY?authuser=0&hl=zh-TW&rclk=1,4.6,$1-200,204.0,"['胡椒', '梅子', '煎', '口感', '酥脆', '冷', '樂華夜市', '粉', '芥末', '鹽']"
樂華夜市,巨無霸懷念潤餅捲（手工現做）,新北市,永和區永平路81巷6號 ,https://www.google.com/maps/place/%E5%B7%A8%E7%84%A1%E9%9C%B8%E6%87%B7%E5%BF%B5%E6%BD%A4%E9%A4%85%E6%8D%B2%EF%BC%88%E6%89%8B%E5%B7%A5%E7%8F%BE%E5%81%9A%EF%BC%89/data=!4m7!3m6!1s0x3442a976ca83e749:0x95e6fd9af7564768!8m2!3d25.0081564!4d121.5117395!16s%2Fg%2F11s20krgj8!19sChIJSeeDynapQjQRaEdW95r95pU?authuser=0&hl=zh-TW&rclk=1,4.7,$1-200,150.0,"['豆芽菜', '高麗菜', '花生粉', '肉鬆', '豆干', '香菜', '酥', '紅糟', '紅燒肉', '飽足感']"
樂華夜市,小么雞鹹水雞 新北永和樂華夜市店,新北市,永和區永平路 ,https://www.google.com/maps/place/%E5%B0%8F%E4%B9%88%E9%9B%9E%E9%B9%B9%E6%B0%B4%E9%9B%9E+%E6%96%B0%E5%8C%97%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E5%BA%97/data=!4m7!3m6!1s0x3442a9c310edc433:0x70af26e1a7961e78!8m2!3d25.0087774!4d121.5106594!16s%2Fg%2F12hkljggv!19sChIJM8TtEMOpQjQReB6Wp-Emr3A?authuser=0&hl=zh-TW&rclk=1,4.3,$1-200,123.0,"['芭樂', '辣', '煙燻', '配菜', '調味', '口感', '價格', '柴', '鬼椒', '玉米筍']"
樂華夜市,媛媛樂華煙燻滷味,新北市,永和區保平路18巷8號 ,https://www.google.com/maps/place/%E5%AA%9B%E5%AA%9B%E6%A8%82%E8%8F%AF%E7%85%99%E7%87%BB%E6%BB%B7%E5%91%B3/data=!4m7!3m6!1s0x3442a9997929b343:0x574e4b14e0d852e8!8m2!3d25.0077989!4d121.5120978!16s%2Fg%2F11pztsp2tt!19sChIJQ7MpeZmpQjQR6FLY4BRLTlc?authuser=0&hl=zh-TW&rclk=1,3.6,$1-200,243.0,"['排隊', '鳳爪', '豆干', '腐皮捲', '百頁', '甜不辣', '翅', '香油', '樂華夜市', '雞腸']"
